throughput,avg_latency,pdr,total_time
3813003.6363636362,2.6226043701171877e-07,1.0,0.0013222694396972656
4660337.777777778,2.1457672119140626e-07,1.0,0.0011909008026123047
5242880.0,1.9073486328125e-07,1.0,0.0012753009796142578
5242880.0,1.9073486328125e-07,1.0,0.0012607574462890625
4660337.777777778,2.1457672119140626e-07,1.0,0.0012862682342529297
3495253.3333333335,2.86102294921875e-07,1.0,0.0012934207916259766
2995931.4285714286,3.337860107421875e-07,1.0,0.0012907981872558594
5242880.0,1.9073486328125e-07,1.0,0.0012595653533935547
4194304.0,2.384185791015625e-07,1.0,0.0012638568878173828
4660337.777777778,2.1457672119140626e-07,1.0,0.0012750625610351562
3813003.6363636362,2.6226043701171877e-07,1.0,0.0013053417205810547
3226387.6923076925,3.0994415283203126e-07,1.0,0.0013051033020019531
3495253.3333333335,2.86102294921875e-07,1.0,0.0013113021850585938
5242880.0,1.9073486328125e-07,1.0,0.001271963119506836
3495253.3333333335,2.86102294921875e-07,1.0,0.0013480186462402344
4194304.0,2.384185791015625e-07,1.0,0.0012242794036865234
4194304.0,2.384185791015625e-07,1.0,0.001302480697631836
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012140274047851562
5991862.857142857,1.6689300537109374e-07,1.0,0.0013148784637451172
4660337.777777778,2.1457672119140626e-07,1.0,0.00130462646484375
4194304.0,2.384185791015625e-07,1.0,0.0012347698211669922
5242880.0,1.9073486328125e-07,1.0,0.0012595653533935547
4660337.777777778,2.1457672119140626e-07,1.0,0.0012347698211669922
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012879371643066406
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012688636779785156
3495253.3333333335,2.86102294921875e-07,1.0,0.0012478828430175781
3495253.3333333335,2.86102294921875e-07,1.0,0.0012905597686767578
4660337.777777778,2.1457672119140626e-07,1.0,0.001308441162109375
6990506.666666667,1.430511474609375e-07,1.0,0.0013184547424316406
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012807846069335938
5991862.857142857,1.6689300537109374e-07,1.0,0.0012638568878173828
4660337.777777778,2.1457672119140626e-07,1.0,0.0012657642364501953
3495253.3333333335,2.86102294921875e-07,1.0,0.0012907981872558594
4194304.0,2.384185791015625e-07,1.0,0.0012323856353759766
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012748241424560547
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012810230255126953
4660337.777777778,2.1457672119140626e-07,1.0,0.0012996196746826172
4660337.777777778,2.1457672119140626e-07,1.0,0.0013225078582763672
4194304.0,2.384185791015625e-07,1.0,0.001252889633178711
4194304.0,2.384185791015625e-07,1.0,0.0012671947479248047
3226387.6923076925,3.0994415283203126e-07,1.0,0.0012302398681640625
5242880.0,1.9073486328125e-07,1.0,0.001186370849609375
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012941360473632812
5991862.857142857,1.6689300537109374e-07,1.0,0.001337289810180664
3813003.6363636362,2.6226043701171877e-07,1.0,0.00127410888671875
3495253.3333333335,2.86102294921875e-07,1.0,0.001314401626586914
4194304.0,2.384185791015625e-07,1.0,0.0012655258178710938
4194304.0,2.384185791015625e-07,1.0,0.0012543201446533203
3813003.6363636362,2.6226043701171877e-07,1.0,0.0013124942779541016
4194304.0,2.384185791015625e-07,1.0,0.0012907981872558594
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012459754943847656
4194304.0,2.384185791015625e-07,1.0,0.0013051033020019531
4194304.0,2.384185791015625e-07,1.0,0.0012667179107666016
5242880.0,1.9073486328125e-07,1.0,0.0012402534484863281
4194304.0,2.384185791015625e-07,1.0,0.001264333724975586
3495253.3333333335,2.86102294921875e-07,1.0,0.0013687610626220703
4194304.0,2.384185791015625e-07,1.0,0.00127410888671875
3813003.6363636362,2.6226043701171877e-07,1.0,0.0013196468353271484
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012440681457519531
3813003.6363636362,2.6226043701171877e-07,1.0,0.0012149810791015625
